recording_filename_well,treatment_timepoint,condition,cell_line,batch,age_DPD
6hrs_45plusDIV34_B3,6hrs,E2,KOLF2.1J,3,34
6hrs_45plusDIV34_B4,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_B5,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_B6,6hrs,chLTP,KOLF2.1J,3,34
6hrs_45plusDIV34_C1,6hrs,chLTP,KOLF2.1J,3,34
6hrs_45plusDIV34_C2,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_C3,6hrs,E2,KOLF2.1J,3,34
6hrs_45plusDIV34_C4,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_C5,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_C6,6hrs,chLTP,KOLF2.1J,3,34
6hrs_45plusDIV34_D1,6hrs,chLTP,KOLF2.1J,3,34
6hrs_45plusDIV34_D2,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_D3,6hrs,E2,KOLF2.1J,3,34
6hrs_45plusDIV34_D4,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_D5,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_D6,6hrs,chLTP,KOLF2.1J,3,34
baseline_45plusDIV29_A1,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_A2,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_A3,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_A4,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_A5,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_A6,baseline,vehicle,KOLF2.1J,3,29
baseline_45plusDIV29_B1,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_B2,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_B3,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_B4,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_B5,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_B6,baseline,E2,KOLF2.1J,3,29
baseline_45plusDIV29_C1,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_C2,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_C3,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_C4,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_C5,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_C6,baseline,chLTP,KOLF2.1J,3,29
baseline_45plusDIV29_D1,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV29_D2,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV29_D3,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV29_D4,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV29_D5,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV29_D6,baseline,chLTP_E2,KOLF2.1J,3,29
baseline_45plusDIV34_A1,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_A2,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_A3,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_A4,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_A5,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_A6,baseline,chLTP,KOLF2.1J,3,34
baseline_45plusDIV34_B1,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_B2,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_B3,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_B4,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_B5,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_B6,baseline,chLTP,KOLF2.1J,3,34
baseline_45plusDIV34_C1,baseline,chLTP,KOLF2.1J,3,34
baseline_45plusDIV34_C2,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_C3,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_C4,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_C5,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_C6,baseline,chLTP,KOLF2.1J,3,34
baseline_45plusDIV34_D1,baseline,chLTP,KOLF2.1J,3,34
baseline_45plusDIV34_D2,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_D3,baseline,E2,KOLF2.1J,3,34
baseline_45plusDIV34_D4,baseline,vehicle,KOLF2.1J,3,34
baseline_45plusDIV34_D5,baseline,chLTP_E2,KOLF2.1J,3,34
baseline_45plusDIV34_D6,baseline,chLTP,KOLF2.1J,3,34
